Compound,Name,Dose,AKT1,AKT2,AKT3,ACVRL1,ACVR1,BMPR1A,ACVR1B,TGFBR1,BMPR1B,ARAF,NUAK1,AURKA,AURKC,AXL,BLK,BRAF,BTK,MET,CAMK1,PNCK,CAMK1D,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CDC7,CDK1+CCNA2,CDK1+CCNB1,CDK14+CCNY,CDK16+CCNY,CDK2+CCNA2,CDK2+CCNA1,CDK2+CCNO,CDK4+CCND3,CDK5+CDK5R1_P35,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G3,CSNK2A1,CSNK2A2,CLK1,CLK4,MAP3K8,MATK,DAPK1,DAPK2,MAP3K12,DMPK,CDC42BPG,DYRK2,DYRK3,DYRK4,EGFR,EPHA6,ERBB2,ERBB4,MAPK3,MAPK1,MAPK7,MAPK15,ERN1,FER,FGFR1,FGFR2,FLT1,FLT4,MAP4K2,MAP4K3,GRK1,GRK4,GRK7,GSK3B,HCK,HIPK1,HIPK2,HIPK4,MAP4K1,CHUK,IRAK1,JAK1,JAK2,JAK3,MAPK8,MAPK9,MAPK10,KDR,KSR1,KSR2,LATS1,LCK,ICK,LIMK1,LIMK2,MAPKAPK3,MAPKAPK5,MARK3,MARK4,MAP2K1,MAP2K2,MAP2K3,MAP2K5,MAP3K1,MAP3K6,MAP2K4,MAP2K7,MYLK2,MAP3K10,MAP3K11,MAP3K21,MKNK1,MKNK2,CDC42BPA,CDC42BPB,RPS6KA5,RPS6KA4,SRPK3,STK3,STK26,MYLK3,MYLK4,MYO3B,NEK11,NEK2,NEK3,NEK4,NEK6,NEK7,NEK8,NEK9,NIM1K,NLK,OXSR1,MAPK14,MAPK11,PAK5,PDGFRA,PEAK1,PRKACB,PRKACG,PRKCA,PRKCG,PKN1,PKN2,PLK2,PLK3,PLK4,RAF1,RIPK3,DSTYK,ROCK1,MST1R,RPS6KA1,RPS6KA3,SBK1,SGK1,SGK2,SIK1,SIK2,SIK3,SLK,NUAK2,SNRK,SRMS,TSSK6,STK16,CIT,STK25,STK32B,STK32C,STK33,STK38,STK39,TEC,TGFBR2,TEK,TLK1,TLK2,NTRK1,TSSK2,TSSK3,TTBK1,TTBK2,TYK2,ULK2,ULK3,VRK1,VRK2,WEE1,WNK1,WNK2,WNK3,MAP3K19,MAP3K20,ZAP70,DAPK3,ABL1,ABL2,TNK2,ALK,MAP3K5,AURKB,BMPR2,BMX,PTK6,BRSK1,BRSK2,KIT,MERTK,SRC,CAMK1G,CAMKK2,CDK1+CCNE1,CDK17+CCNY,CDK18+CCNY,CDK19+CCNC,CDK2+CCNE1,CDK3+CCNE1,CDK4+CCND1,CDK5+CDK5R1_25,CDK6+CCND1,CDK6+CCND3,CDK7+CCNH,CDK9+CCNK,CDK9+CCNT1,CDK9+CCNT2,CHEK1,CHEK2,CSNK1G2,CLK2,CLK3,CSK,DCLK1,DCLK2,DDR1,DDR2,STK17A,DYRK1A,DYRK1B,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,ERN2,PTK2,FES,FGFR3,FGFR4,FGR,FLT3,CSF1R,FRK,FYN,GRK2,GRK3,GRK5,GRK6,GSK3A,HASPIN,MAP4K4,HIPK3,IGF1R,IKBKB,IKBKE,INSR,IRAK4,INSRR,ITK,MAP4K5,LATS2,STK11,STK10,LRRK2,LYN,LYN_2,MAK,MAPKAPK2,MARK1,MARK2,MAP3K2,MAP3K3,MELK,MINK1,MAP2K6,MYLK,MAP3K9,STK4,STK24,MUSK,MYO3A,NEK1,NEK5,MAPK13,MAPK12,RPS6KB1,RPS6KB2,PAK1,PAK2,PAK3,PAK4,PAK6,PASK,PBK,PDGFRB,PDPK1,PHKG1,PHKG2,PIM1,PIM2,PIM3,PRKACA,PRKCB_1,PRKCB_2,PRKCD,PRKCE,PRKCH,PRKCI,PRKD1,PRKD3,PRKCQ,PRKCZ,PRKD2,PRKG1_A,PRKG1_B,PRKG2,PKN3,PLK1,PRKX,PTK2B,RET,RIPK2,RIPK4,ROCK2,ROS1,RPS6KA2,RPS6KA6,SGK3,SRPK1,SRPK2,TSSK1B,STK38L,SYK,MAP3K7,TAOK1,TAOK2,TAOK3,TBK1,TESK1,TESK2,TNIK,TNK1,NTRK2,NTRK3,TXK,LTK,TYRO3,ULK1,YES1
NCGC00249393,Apatinib,0.0005081uM,0.0000005,0.418837516,5.68E-14,0.00000128,0.198788054,0.109868158,0.109504216,0.135604388,0.319178012,0.307504195,0.122012651,0.00000124,5.68E-14,0.112267197,0.109868263,0.116058276,0.122390647,0.109868158,5.68E-14,0.001941456,5.68E-14,0.027739639,0.109868158,0.00000914,0.00000115,0.271554756,0.10986397,0.126555762,0.002545275,0.007218454,0.249580056,0.112699931,0.00000146,0.109868158,5.68E-14,0.117986662,5.68E-14,0.183335902,0.325902726,0.000546641,0.112843793,5.68E-14,8.36E-12,0.005853721,0.01133608,0.49111057,1.324788835,0.062584209,0.109868158,0.548117755,0.000000169,1.96E-09,0.002802074,0.000000318,0.109868158,0.558838401,0.658118319,0.0000771,0.002419573,0.109868158,0.00000143,1.31E-10,0.00000285,0.000000522,0.023573827,0.109942982,0.109868158,0.512378936,0.405190161,1.804137458,2.839879748,0.000224838,0.002215465,0.001190383,0.0000638,0.07218162,0.342138827,0.000018,1.66E-10,1.32E-12,0.145929667,0.109868158,0.391773117,0.004384556,0.0000429,5.68E-14,0.109865823,0.110684013,0.07304577,5.68E-14,2.624590305,0.133119556,7.75E-09,5.68E-14,0.004761129,0.109868158,0.210630541,5.68E-14,0.37199423,5.68E-14,0.129587861,5.68E-14,0.170916064,0.0000111,0.109868158,0.132899802,0.00518234,7.1E-14,0.00000805,0.109868158,0.124343749,0.956414148,4.19E-11,0.00435105,5.8E-09,0.431547428,0.111180229,0.114283542,0.173863101,0.083458121,0.628491909,0.109868158,0.0000049,0.000000871,5.68E-14,0.083960406,8.17E-11,0.31114685,1.05E-08,0.11141522,4.59E-11,6.61E-12,8.16E-09,0.727187887,0.114453567,0.109868158,0.157968688,0.001882468,0.000431122,2.55E-11,2.063778221,0.130855751,5.68E-14,0.0000161,0.223360049,8.52E-14,0.86377364,0.140707828,0.109868158,0.109868158,0.109867986,0.862954116,0.0000778,0.265747481,0.001077264,0.268571383,0.130521123,0.109891878,0.109868158,0.168165278,0.028025645,0.348920777,0.412525676,0.199317453,1.278128668,0.05023834,0.00000332,0.109868158,0.109868158,2.2E-12,0.186465221,0.000000422,0.174507476,0.109868158,0.684876819,0.439211508,0.853408746,0.110304211,0.109868119,0.0000231,0.110808589,7.1E-14,5.68E-14,6.67E-11,0.109868153,0.109868158,2.14E-11,0.109868158,0.017295052,0.987828382,3.429801166,0.109868158,0.00000111,4.71E-09,0.109868158,0.109868158,0.0000324,0.575759623,2.95E-11,0.109970561,6.81E-13,0.000000121,2.497732056,0.003296643,0.111143162,0.005687397,0.153966188,5.77E-10,0.005306757,0.000000237,0.109868157,6.849216882,9.65E-08,0.007330787,0.11025863,0.00012927,0.122550736,0.31583273,0.362631648,0.230113972,5.68E-14,0.000000174,5.68E-14,0.109868158,0.012448801,0.00000353,0.336265569,0.280383065,2.591326174,0.109878632,0.286505626,0.003236895,0.0000154,0.032057392,0.075776322,0.001880945,0.109868158,0.00596767,0.12201681,0.109882524,0.122078641,0.151951615,0.871042536,0.192174918,0.001369961,0.111861816,0.298583509,0.109888665,0.244868186,0.075248313,0.279810327,0.033469863,0.002453746,0.621516391,5.68E-14,0.11984588,1.38E-11,0.349858702,0.127265743,0.112127771,0.000075,5.127807734,0.00434388,0.024191875,3.8E-10,0.269665638,5.68E-14,3.59E-09,0.110701983,0.109868158,3.07E-10,5.68E-14,0.113841958,0.13613699,0.00000148,2.87E-11,9.678945241,5.68E-14,0.337953565,0.120814838,1.24E-10,0.000000242,0.001287765,0.124800706,0.134962573,0.282073263,0.109873439,0.168141207,1.28E-13,0.14337095,0.714077101,0.023847236,0.000000177,5.68E-14,1.7E-13,5.68E-14,5.68E-14,3.26E-13,0.0000105,0.094765745,0.43213099,0.11128445,0.110322781,0.000000132,5.68E-14,2.51E-12,5.68E-14,5.68E-14,0.189618397,0.000947933,0.000000406,0.130619653,0.147022984,2.02E-11,0.969503512,5.68E-14,0.132525913,5.68E-14,0.030804907,6.67E-13,0.00000417,1.281429681,0.0000192,0.112792696,5.04E-09,0.00000355,0.00000434,0.124828139,0.579219812,0.461050709,9.94E-14,5.68E-14,1.46E-08,0.117584868,0.000788297,0.129143589,0.000000542,0.00000974,5.68E-14,0.377676972,0.938238236,0.740933929,7.81E-08,0.171408789,0.109868158,0.112275457,0.0000146,0.002802161,2.13E-13,0.119166022,0.000861395,0.109868158,5.68E-14,0.11035374,0.000000156,0.0000818,0.109868014,7.1E-14,0.12436146,0.109868132,0.00000915,0.009502311,0.153564794,0.01766236,0.109913933,9.94E-14,0.135550564,1.37E-11,0.012623531
NCGC00249393,Apatinib,0.001524uM,0.0000005,0.568435951,5.68E-14,0.00000377,0.25377799,0.109868158,0.109504216,0.155237598,0.429087126,0.63279485,0.184122528,0.00000646,5.68E-14,0.114846233,0.10986891,0.302666541,0.133064715,0.109868158,5.68E-14,0.004329814,5.68E-14,0.048652961,0.109868158,0.0000306,0.00000115,0.360924993,0.10986397,0.140175951,0.002545275,0.013888309,0.329014861,0.115677646,0.00000146,0.109868158,5.68E-14,0.125361409,5.68E-14,0.230348676,0.438619442,0.000546641,0.11595205,5.68E-14,8.36E-12,0.011670747,0.021144455,0.667420223,1.745741366,0.103782078,0.109868158,0.786061696,0.000000169,1.96E-09,0.006134779,0.000000318,0.109868158,0.795581698,0.92610672,0.000317596,0.007609419,0.109868158,0.00000377,1.31E-10,0.00000285,0.000000522,0.046806727,0.110261507,0.109868158,0.773108692,0.605537964,4.358508105,6.380033995,0.000819373,0.005588523,0.001192615,0.000169919,0.11852412,0.516485746,0.0000426,1.66E-10,1.32E-12,0.186251114,0.109868158,0.530960328,0.011921124,0.000124595,5.68E-14,0.109865823,0.111691185,0.119844547,5.68E-14,6.112097393,0.151144542,7.78E-09,5.68E-14,0.013928453,0.109868158,0.271539748,5.68E-14,0.545005593,5.68E-14,0.14527399,5.68E-14,0.273697796,0.0000233,0.109868158,0.150781149,0.005970685,7.1E-14,0.00000805,0.109868158,0.13641681,1.279819373,4.19E-11,0.008667589,5.8E-09,0.585953713,0.112705902,0.118654373,0.215819175,0.135740586,0.852057768,0.109868158,0.000017,0.000000871,5.68E-14,0.083960406,8.17E-11,0.417676343,1.05E-08,0.114835612,4.59E-11,6.61E-12,8.16E-09,0.982458908,0.118969064,0.109868158,0.191088068,0.005872846,0.001366406,2.55E-11,3.338056635,0.162371099,5.68E-14,0.0000333,0.290470426,8.52E-14,1.182748734,0.163561533,0.109868158,0.109868158,0.109867986,2.356083394,0.000440433,0.352523261,0.002361816,0.356611346,0.146831882,0.109935728,0.109868159,0.260422595,0.049119834,0.531954506,0.559717984,0.254575275,1.822236836,0.084581579,0.00000512,0.109868158,0.109868158,2.2E-12,0.235119225,0.000000422,0.269549715,0.109868158,0.926757645,0.596492539,1.14706147,0.110885328,0.109868119,0.00008,0.111949151,7.1E-14,5.68E-14,8.68E-10,0.109868153,0.109868158,2.14E-11,0.109868158,0.031336075,1.320068012,4.257895758,0.109868158,0.00000111,4.71E-09,0.109868158,0.109868158,0.0000933,1.188042881,3.11E-10,0.110132006,6.81E-13,0.000000281,3.168812927,0.006997509,0.112631164,0.014553185,0.184776911,5.77E-10,0.015176175,0.000000902,0.109868157,11.0042566,9.66E-08,0.02230165,0.110966683,0.00012927,0.133340825,0.424337925,0.490320267,0.300453391,5.68E-14,0.000000174,8.52E-14,0.109868158,0.023070998,0.00000353,0.4532642,0.373656564,3.279540498,0.109899717,0.382458953,0.007000363,0.0000154,0.055668709,0.138601388,0.005177482,0.109868158,0.012946158,0.144349972,0.109929145,0.132526014,0.181588833,1.169865161,0.243788682,0.003609343,0.114057962,0.444350265,0.109942382,0.322128525,0.075248313,0.402626875,0.064305611,0.005853076,0.854353401,5.68E-14,0.128641631,1.38E-11,0.472404626,0.151393047,0.116002365,0.000277275,11.30693866,0.013139517,0.060952422,3.8E-10,0.358194093,5.68E-14,3.59E-09,0.111728611,0.109868158,3.07E-10,5.68E-14,0.117833088,0.15777233,0.00000148,2.87E-11,11.10407293,5.68E-14,0.455645382,0.143024918,1.24E-10,0.000000242,0.003390216,0.137196441,0.369540313,0.513701534,0.109884859,0.206971526,3.69E-13,0.167872982,1.247939083,0.070675565,0.000000177,5.68E-14,1.67E-12,5.68E-14,5.68E-14,3.26E-13,0.0000105,0.155824855,0.626480485,0.114096076,0.110925616,0.000000132,5.68E-14,3.03E-11,5.68E-14,5.68E-14,0.23991214,0.002527769,0.000000406,0.146996044,0.173732066,2.02E-11,2.084725942,5.68E-14,0.152918019,5.68E-14,0.053640777,6.67E-13,0.00000417,1.691523611,0.0000192,0.11585478,5.04E-09,0.00000355,0.00000434,0.137243183,0.786299568,0.626430353,9.94E-14,5.68E-14,2.16E-08,0.126279576,0.002492566,0.203691747,0.000000542,0.00000974,5.68E-14,0.51831994,2.302069685,1.000494847,7.81E-08,0.212031255,0.109868158,0.114996825,0.0000506,0.002802235,2.13E-13,0.128217594,0.002276128,0.109868158,5.68E-14,0.111538789,0.000000156,0.000225167,0.109868014,7.1E-14,0.136447082,0.109868132,0.0000545,0.021235626,0.184141858,0.017752508,0.110003928,9.94E-14,0.155149237,1.37E-11,0.032840018
NCGC00249393,Apatinib,0.004572uM,0.0000005,0.810550916,5.68E-14,0.0000158,0.351329877,0.109868158,0.109504216,0.19334255,0.612192593,1.566085149,0.293121821,0.0000381,8.52E-14,0.12078455,0.10987442,0.845850027,0.154886128,0.109868158,5.68E-14,0.01026072,5.68E-14,0.08902622,0.109868158,0.000112635,0.00000115,0.512676223,0.10986397,0.167449929,0.002545275,0.028076691,0.465351168,0.122452617,0.00000146,0.109868158,5.68E-14,0.140915891,5.68E-14,0.314916536,0.625964249,0.000546641,0.122998864,5.68E-14,8.36E-12,0.024514859,0.041341848,0.948303466,2.358992337,0.178764126,0.109868158,1.186447172,0.000000169,1.96E-09,0.014252376,0.000000318,0.109868158,1.161999845,1.335719501,0.001460262,0.02609857,0.109868158,0.0000189,1.31E-10,0.00000285,0.000000522,0.098037515,0.111256638,0.109868158,1.242668006,0.9737357,10.800426,14.50195078,0.003294365,0.015160854,0.001207113,0.000487296,0.201999556,0.803565657,0.00018674,1.66E-10,1.32E-12,0.28103056,0.109868158,0.757772125,0.034957402,0.000582258,5.68E-14,0.109865823,0.114197371,0.204068936,5.68E-14,14.56873354,0.186385569,8.31E-09,8.52E-14,0.044221647,0.109868158,0.378611075,2.41E-13,0.821164966,5.68E-14,0.176309037,5.68E-14,0.453879672,0.0000878,0.109868158,0.185765317,0.008278381,7.1E-14,0.00000805,0.109868158,0.16084181,1.764555787,4.19E-11,0.01819058,5.8E-09,0.83509778,0.116374695,0.128286199,0.292052108,0.228974039,1.200028649,0.109868158,0.0000942,0.000000871,5.68E-14,0.083960406,8.17E-11,0.595665669,1.05E-08,0.127289704,4.59E-11,6.61E-12,8.31E-09,1.374524634,0.128892664,0.109868158,0.252524627,0.020022922,0.004735697,2.55E-11,5.597341141,0.250573583,5.68E-14,0.000126584,0.407421385,8.52E-14,1.675622963,0.207341065,0.109868158,0.109868158,0.109867986,6.73861502,0.002954898,0.50026591,0.005495149,0.506308581,0.178995298,0.110076518,0.109868168,0.416635109,0.089812037,0.886676158,0.79830662,0.352559905,2.686033558,0.14809251,0.0000161,0.109868158,0.109868158,2.2E-12,0.322374249,0.000000422,0.430039437,0.109868158,1.300283113,0.849828129,1.591667427,0.112398042,0.109868119,0.000306122,0.114758385,7.1E-14,5.68E-14,1.37E-08,0.109868153,0.109868158,2.14E-11,0.109868158,0.059382413,1.816632636,5.368051595,0.109868158,0.00000111,4.71E-09,0.109868158,0.109868158,0.000497069,2.570469052,4.93E-09,0.110598488,6.81E-13,0.00000192,4.094020507,0.015723428,0.116216755,0.039993094,0.242291789,5.77E-10,0.047124152,0.00000524,0.109868157,17.78590342,9.98E-08,0.073830899,0.113210424,0.00012927,0.15537931,0.605320052,0.700091229,0.422514059,5.68E-14,0.000000174,1.01E-12,0.109868158,0.04479717,0.00000353,0.647051238,0.531416746,4.225313646,0.109971527,0.544330419,0.016049396,0.0000154,0.100776383,0.265219787,0.015403935,0.109868158,0.029779716,0.215706034,0.110157028,0.153922847,0.237103454,1.621470184,0.335868362,0.010235961,0.119182449,0.680942019,0.110164294,0.455066933,0.075248313,0.634878149,0.129771397,0.01491103,1.215298516,5.68E-14,0.146919795,1.38E-11,0.674503857,0.215689199,0.127827648,0.001170159,24.29230604,0.043210951,0.164628504,3.8E-10,0.508645859,5.68E-14,3.59E-09,0.114279294,0.109868158,3.07E-10,5.68E-14,0.126695114,0.201274722,0.00000148,2.87E-11,12.83882064,5.68E-14,0.650473257,0.219008709,1.24E-10,0.000000242,0.009605475,0.16221814,1.086968423,1.116203227,0.109925788,0.278006575,5.72E-12,0.214535396,2.346701151,0.22719052,0.000000177,5.68E-14,3.12E-11,5.68E-14,1.7E-13,3.26E-13,0.0000105,0.265940359,0.93321964,0.123578242,0.112490158,0.000000132,8.52E-14,5.89E-10,5.68E-14,5.68E-14,0.329843227,0.007265672,0.000000406,0.179277769,0.224212576,2.02E-11,4.681117132,5.68E-14,0.195716433,5.68E-14,0.097392928,6.67E-13,0.00000417,2.290684583,0.0000192,0.12280567,5.04E-09,0.00000355,0.00000434,0.162300534,1.11106394,0.891531927,1.28E-13,5.68E-14,0.000000107,0.146819313,0.008599718,0.332390657,0.000000542,0.00000974,5.68E-14,0.752518838,6.196141688,1.398476382,7.81E-08,0.286051103,0.109868158,0.121438195,0.000198245,0.002802948,2.13E-13,0.147990192,0.006482677,0.109868158,5.68E-14,0.116178929,0.000000156,0.000837055,0.109868014,7.1E-14,0.160895352,0.109868132,0.000370935,0.050445513,0.241258376,0.018115808,0.110305415,1.28E-13,0.193192908,1.37E-11,0.091815735
NCGC00249393,Apatinib,0.01372uM,0.0000005,1.191069399,8.52E-14,0.0000749,0.520285427,0.109868158,0.109504216,0.265885307,0.908944204,4.178578802,0.479764919,0.00023568,2.85E-12,0.134305123,0.109923316,2.404033931,0.198755533,0.109868158,5.68E-14,0.024872589,5.68E-14,0.165457491,0.109868158,0.000428445,0.00000115,0.763623536,0.10986397,0.221104345,0.002545275,0.057813454,0.693381239,0.137686925,0.00000146,0.109868158,5.68E-14,0.173225678,5.68E-14,0.463546933,0.928835833,0.000546641,0.13878549,8.52E-14,8.36E-12,0.052503272,0.082255677,1.382419964,3.220586121,0.312185574,0.109868158,1.840712102,0.000000169,1.96E-09,0.033851517,0.000000318,0.109868158,1.71115968,1.941471809,0.006993875,0.092423832,0.109868158,0.000118776,1.31E-10,0.00000285,0.000000522,0.209448374,0.114371894,0.109868158,2.065285326,1.633246939,24.81711133,30.19979785,0.013740056,0.042264641,0.001304272,0.00143679,0.348920119,1.262739922,0.00105435,1.66E-10,1.32E-12,0.50117201,0.109868158,1.116838643,0.105405878,0.003212022,5.68E-14,0.109865823,0.120385434,0.35217253,9.94E-14,31.553531,0.253994355,1.99E-08,2.92E-12,0.144675442,0.109868158,0.562277201,1.78E-11,1.24885433,5.68E-14,0.236596205,8.52E-14,0.761827921,0.000438755,0.109868158,0.25292963,0.015028463,2.98E-13,0.00000805,0.109868158,0.209410821,2.466593783,4.19E-11,0.038924915,5.8E-09,1.225411954,0.125115625,0.149232596,0.427457845,0.39133903,1.72466935,0.109868158,0.000603328,0.000000871,5.68E-14,0.083960406,8.17E-11,0.885011349,1.05E-08,0.173000346,4.59E-11,6.61E-12,1.24E-08,1.957324186,0.150412294,0.109868158,0.364054852,0.070545155,0.016969029,2.55E-11,9.410061151,0.496264354,9.94E-14,0.000646181,0.606201415,8.52E-14,2.4122812,0.289550785,0.109868158,0.109868158,0.109867986,18.21414651,0.020982812,0.745280538,0.013072366,0.754218125,0.241256104,0.110530006,0.109868322,0.674190467,0.166787068,1.558120386,1.173897836,0.522187361,4.009420847,0.263015488,0.0000855,0.109868158,0.109868158,2.2E-12,0.475237789,0.000000422,0.693884122,0.109868158,1.858749823,1.245966169,2.242555673,0.116313126,0.109868119,0.001216686,0.121621034,7.1E-14,8.52E-14,0.000000233,0.109868153,0.109868158,2.14E-11,0.109868158,0.114411479,2.53362304,6.795469922,0.109868158,0.00000111,4.71E-09,0.109868158,0.109868158,0.003260234,5.580478129,8.56E-08,0.111944644,7.24E-13,0.0000195,5.319617649,0.036088026,0.124777874,0.112832475,0.347396352,5.77E-10,0.150812475,0.0000344,0.109868157,27.75491082,0.000000161,0.251989362,0.120338961,0.00012927,0.199642775,0.89900105,1.035054388,0.629054058,9.94E-14,0.000000174,5.5E-11,0.109868158,0.08849787,0.00000353,0.959185727,0.791222351,5.473853562,0.110217486,0.810174193,0.037604107,0.0000154,0.185237795,0.515636649,0.047174889,0.109868158,0.070006285,0.443913016,0.111293614,0.197020705,0.338919747,2.281313911,0.496296358,0.029836809,0.131013588,1.053912437,0.111093519,0.678006286,0.075248313,1.064129405,0.266586388,0.038928305,1.757172096,3.69E-13,0.184301355,1.38E-11,0.998537666,0.385978262,0.163945376,0.005175261,45.27854818,0.146525119,0.455631164,3.8E-10,0.757671754,1.7E-13,3.59E-09,0.120567137,0.109868158,3.08E-10,5.68E-14,0.146120869,0.287202565,0.00000148,2.87E-11,14.85429598,8.52E-14,0.964101111,0.479866475,1.24E-10,0.000000242,0.027970779,0.211856997,3.241727874,2.654270729,0.110073614,0.405086807,1.31E-10,0.301619791,4.535441664,0.750397891,0.000000177,5.68E-14,6.52E-10,5.68E-14,7.38E-12,3.26E-13,0.0000106,0.459931372,1.402602078,0.155715508,0.11652671,0.000000132,6.95E-13,1.26E-08,5.68E-14,5.68E-14,0.486907754,0.021477354,0.000000406,0.241745034,0.317673222,2.02E-11,10.37806754,5.68E-14,0.284123568,5.68E-14,0.179564621,6.67E-13,0.00000417,3.135084732,0.0000193,0.138397944,5.04E-09,0.00000355,0.00000434,0.212003205,1.604685487,1.303954315,8.8E-13,8.09E-13,0.00000122,0.194840473,0.030650185,0.548980195,0.000000559,0.00000974,5.68E-14,1.131706166,16.26516509,1.989005162,7.85E-08,0.417920024,0.109868158,0.136532672,0.00081023,0.002810152,2.13E-13,0.190591109,0.018988479,0.109868158,5.68E-14,0.134552303,0.000000156,0.00348699,0.109868014,1.42E-13,0.209506168,0.109868132,0.002657409,0.12256395,0.345707693,0.019598369,0.111320419,4.83E-13,0.265630498,1.37E-11,0.26345869
NCGC00249393,Apatinib,0.04115uM,0.0000005,1.78072541,3.92E-12,0.000366934,0.809699642,0.109868158,0.109504216,0.402801217,1.383634318,11.02373627,0.795751685,0.001479337,2.79E-10,0.164929557,0.110362901,6.695180787,0.286292584,0.109868158,9.94E-14,0.060724751,8.52E-14,0.308887606,0.109868158,0.001647948,0.00000115,1.173489589,0.10986397,0.325821947,0.002545275,0.119722982,1.070202834,0.171758112,0.00000146,0.109868158,5.68E-14,0.239882126,1.7E-13,0.722009278,1.412078121,0.000546643,0.173958325,1.28E-12,8.36E-12,0.113122414,0.164529609,2.043562692,4.409109864,0.547162588,0.109868158,2.892228177,0.000000169,1.96E-09,0.080960468,0.000000318,0.109868159,2.521250066,2.822742317,0.03393324,0.33019388,0.109868158,0.000787074,1.31E-10,0.00000285,0.000000522,0.449917077,0.1241199,0.109868158,3.479923471,2.795085356,47.57101244,52.66152218,0.05797214,0.118821141,0.001961659,0.004274494,0.604785023,1.986428241,0.006320076,1.66E-10,1.32E-12,1.008022928,0.109868158,1.677452149,0.32029022,0.018437556,1.85E-13,0.109865823,0.135605239,0.609856147,8.69E-12,55.7400887,0.382605805,0.000000275,2.76E-10,0.476932843,0.109868158,0.873790028,1.85E-09,1.901590594,1.79E-12,0.352751164,5.68E-12,1.281494871,0.002360104,0.109868158,0.38078955,0.03474335,5.39E-11,0.00000805,0.109868158,0.305248951,3.466042819,4.19E-11,0.083800709,5.8E-09,1.828245973,0.145848432,0.194512577,0.665493699,0.671034175,2.503408225,0.109868159,0.003993643,0.000000871,5.68E-14,0.083960406,8.17E-11,1.349322743,1.05E-08,0.340823138,4.59E-11,6.61E-12,0.000000126,2.809751826,0.196796967,0.109868158,0.564554667,0.250898761,0.061443504,2.55E-11,15.50298768,1.175240826,1.21E-11,0.003560882,0.940177931,8.52E-14,3.494285963,0.442548889,0.109868158,0.109868158,0.109867986,40.92717055,0.151426706,1.146633265,0.031318994,1.159728232,0.360785513,0.111990746,0.109871056,1.093556535,0.311122453,2.807907476,1.756906485,0.812615934,5.991334052,0.468929269,0.00052631,0.109868158,0.109868158,2.2E-12,0.740189482,0.000000422,1.122212963,0.109868158,2.680515183,1.856609549,3.179603429,0.126413895,0.109868119,0.004894395,0.138317921,2.7E-13,5.54E-12,0.00000405,0.109868153,0.109868158,2.14E-11,0.109868158,0.221524256,3.551148683,8.592157834,0.109868158,0.00000111,4.71E-09,0.109868158,0.109868158,0.022353074,11.76144516,0.00000153,0.115823347,1.15E-11,0.000210962,6.910327351,0.083379346,0.145128677,0.320671289,0.537631359,5.77E-10,0.486369668,0.000232846,0.109868157,40.67209866,0.00000135,0.86513614,0.142978944,0.00012927,0.28788002,1.369392571,1.562718066,0.974475274,8.08E-12,0.000000174,3.28E-09,0.109868158,0.175744652,0.00000353,1.455315045,1.21374646,7.088602798,0.111060679,1.241292277,0.088706289,0.0000154,0.341966325,1.005625738,0.145746925,0.109868158,0.165652897,1.168945185,0.116995734,0.283185492,0.52388621,3.229329548,0.772786416,0.087717731,0.158193319,1.633687725,0.114998483,1.047427262,0.075248313,1.846741644,0.550119062,0.102403122,2.557919402,1.07E-11,0.260208292,1.38E-11,1.511145084,0.834038572,0.274073944,0.023218924,68.2563621,0.500660352,1.265134044,3.8E-10,1.164783246,1.86E-11,3.59E-09,0.136007194,0.109868158,4.36E-10,5.68E-14,0.188453957,0.455522301,0.00000148,2.87E-11,17.14393958,8.52E-13,1.462303425,1.368951814,1.24E-10,0.000000243,0.082148736,0.309571738,9.345860472,6.43974487,0.110608397,0.630135271,3.12E-09,0.462669822,8.723893857,2.472872106,0.000000177,8.52E-14,0.000000014,1.04E-12,5.02E-10,3.26E-13,0.0000115,0.797907412,2.110115146,0.264610193,0.126907784,0.000000132,2.04E-11,0.000000279,3.83E-13,5.68E-14,0.758275736,0.064049589,0.000000406,0.361626573,0.489108199,2.02E-11,21.56812151,9.94E-14,0.465326007,8.52E-14,0.332517448,6.67E-13,0.00000417,4.303628042,0.0000196,0.173184367,5.04E-09,0.00000355,0.00000434,0.309829676,2.343544626,1.936342137,2.24E-11,7.01E-11,0.0000158,0.306500109,0.110336359,0.909181393,0.000000971,0.00000974,2.07E-12,1.737176123,36.73442485,2.851124557,9.58E-08,0.650451615,0.109868158,0.171734662,0.003356194,0.002883957,2.13E-13,0.281782897,0.056115082,0.109868158,5.68E-13,0.20746421,0.000000156,0.015008687,0.109868014,2.43E-12,0.305417794,0.109868132,0.01934892,0.29969403,0.534891721,0.025667929,0.114739751,1.19E-11,0.402370108,1.37E-11,0.760142199
